X,Y,objectid,oa11cd,lad11cd,st_areasha,st_lengths
-4.16514758139721,50.4205781631476,73580,E00075894,E06000026,56229.389428,1641.85462955595
-4.14765778966464,50.4218189367019,73581,E00075895,E06000026,635605.952154,4964.13514518287
-4.1452641029071,50.4185447277286,73582,E00075896,E06000026,129363.30497,1702.75602844034
-4.12385774838291,50.4097673686607,73583,E00075897,E06000026,210590.9412795,2692.89104005814
-4.15099641456894,50.4175926217324,73584,E00075898,E06000026,57872.4540725,1522.35559852898
-4.15463761664238,50.4171378277578,73585,E00075899,E06000026,96266.5218005,1622.19498485183
-4.12767989329185,50.4178724959347,73586,E00075900,E06000026,196432.0358,2466.63951530335
-4.15864683340188,50.4173601142275,73587,E00075901,E06000026,39279.7007245,1255.04958744671
-4.14891852871898,50.4175312743155,73588,E00075902,E06000026,31645.53826,1036.48417474905
-4.14648591498067,50.4148764676428,73589,E00075903,E06000026,49206.021275,1355.40792791482
-4.1399718069943,50.415592914169,73590,E00075904,E06000026,42948.4666085,1173.42224599562
-4.14840357836035,50.4155317612106,73591,E00075905,E06000026,66389.804082,2357.90884968949
-4.14391494576209,50.4160537936458,73592,E00075906,E06000026,45045.1972125,1253.29148714522
-4.13801843043044,50.4136958431605,73593,E00075907,E06000026,89747.6459,1924.35854667256
-4.14180000353972,50.4142361423322,73594,E00075908,E06000026,64888.99309,1205.60689854059
-4.13096859741057,50.4142048593223,73595,E00075910,E06000026,298559.5747,3037.10837022884
-4.13795872188924,50.4115322494015,73596,E00075911,E06000026,36664.547417,877.544151687402
-4.13376164283835,50.4112046926856,73597,E00075912,E06000026,107524.7266775,1783.12359592886
-4.12712237939869,50.4112748059569,73598,E00075913,E06000026,61351.2339975,1267.92358406947
-4.16030527696797,50.4257264187063,73599,E00075914,E06000026,147850.29806,2639.79951354024
-4.16570365479021,50.4236098286286,73600,E00075915,E06000026,100897.2789925,2063.34583939723
-4.16242543157493,50.4240464521166,73601,E00075916,E06000026,46088.93066,1523.30747374265
-4.12242954135086,50.4251547392021,73602,E00075917,E06000026,87164.69187,2295.32714048786
-4.13031012753307,50.424221953834,73603,E00075918,E06000026,194862.1999195,2585.58416537895
-4.12387934849111,50.4241347658517,73604,E00075919,E06000026,66656.174731,1282.59648500816
-4.15752724697973,50.4231119352231,73605,E00075920,E06000026,44229.1273025,913.684817893246
-4.11881195491446,50.422776446016,73606,E00075921,E06000026,158544.737683,2308.20916264295
-4.16349810770589,50.420379260705,73607,E00075922,E06000026,48148.893209,1589.23582003313
-4.15931946136264,50.4216973831452,73608,E00075923,E06000026,41636.2457605,1004.73908567773
-4.12390064720983,50.4205140339519,73609,E00075924,E06000026,252995.7951525,2946.34771946741
-4.13093772017227,50.4217243043342,73610,E00075925,E06000026,127269.78676,1999.25174682506
-4.1365163608782,50.4216680903657,73611,E00075926,E06000026,101188.9410625,1996.98498692138
